"geocode","name_muni","biome","altitude","koppen"
2408805,"PARAZINHO","caatinga",109.63,"BSh"
2408904,"PARELHAS","caatinga",368.37,"BSh"
2408953,"RIO DO FOGO","caatinga",27.63,"As"
2409100,"PASSA E FICA","caatinga",159.04,"As"
2409209,"PASSAGEM","caatinga",78.68,"As"
2409308,"PATU","caatinga",236.77,"As"
2409332,"SANTA MARIA","caatinga",103.5,"As"
2409407,"PAU DOS FERROS","caatinga",222.32,"As"
2409506,"PEDRA GRANDE","caatinga",36.97,"As"
2409605,"PEDRA PRETA","caatinga",203.38,"BSh"
2409704,"PEDRO AVELINO","caatinga",128.85,"BSh"
2409803,"PEDRO VELHO","caatinga",80.65,"As"
2409902,"PEND“NCIAS","caatinga",34.37,"BSh"
2410009,"PILÂES","caatinga",270.62,"As"
2410108,"POÄO BRANCO","caatinga",104.16,"As"
2410207,"PORTALEGRE","caatinga",534.4,"As"
2410256,"PORTO DO MANGUE","caatinga",50.71,"BSh"
2410306,"SERRA CAIADA","caatinga",158.43,"BSh"
2410405,"PUREZA","caatinga",97.06,"As"
2410504,"RAFAEL FERNANDES","caatinga",236.55,"As"
2410603,"RAFAEL GODEIRO","caatinga",204.8,"As"
2410702,"RIACHO DA CRUZ","caatinga",185.23,"As"
2410801,"RIACHO DE SANTANA","caatinga",354.32,"As"
2410900,"RIACHUELO","caatinga",161.94,"BSh"
2411007,"RODOLFO FERNANDES","caatinga",191.94,"As"
2411056,"TIBAU","caatinga",30.26,"As"
2411106,"RUY BARBOSA","caatinga",240.16,"BSh"
2411205,"SANTA CRUZ","caatinga",263.9,"BSh"
2411403,"SANTANA DO MATOS","caatinga",206.13,"BSh"
2411429,"SANTANA DO SERID‡","caatinga",323.4,"BSh"
2411502,"SANTO ANT‚NIO","caatinga",105.04,"As"
2411601,"S«O BENTO DO NORTE","caatinga",31.73,"BSh"
2411700,"S«O BENTO DO TRAIR÷","caatinga",307.03,"BSh"
2411809,"S«O FERNANDO","caatinga",156.39,"BSh"
2411908,"S«O FRANCISCO DO OESTE","caatinga",204.57,"As"
2412005,"S«O GONÄALO DO AMARANTE","caatinga",44.63,"As"
2412104,"S«O JO«O DO SABUGI","caatinga",215.31,"BSh"
2412203,"S«O JOSê DE MIPIBU","caatinga",70.59,"As"
2412302,"S«O JOSê DO CAMPESTRE","caatinga",195.22,"BSh"
2412401,"S«O JOSê DO SERID‡","caatinga",224.75,"BSh"
2412500,"S«O MIGUEL","caatinga",588.28,"As"
2412559,"S«O MIGUEL DO GOSTOSO","caatinga",50.16,"As"
2412609,"S«O PAULO DO POTENGI","caatinga",113.06,"BSh"
2412708,"S«O PEDRO","caatinga",92.62,"As"
2412807,"S«O RAFAEL","caatinga",85.82,"BSh"
2412906,"S«O TOMê","caatinga",289.1,"BSh"
2413003,"S«O VICENTE","caatinga",401.13,"BSh"
2413102,"SENADOR EL‡I DE SOUZA","caatinga",135.24,"As"
2413201,"SENADOR GEORGINO AVELINO","mata atlantica",15.35,"As"
2413300,"SERRA DE S«O BENTO","caatinga",348.92,"As"
2413359,"SERRA DO MEL","caatinga",177.11,"BSh"
2413409,"SERRA NEGRA DO NORTE","caatinga",206.7,"BSh"
2413508,"SERRINHA","caatinga",116.61,"As"
2413557,"SERRINHA DOS PINTOS","caatinga",389.78,"As"
2413607,"SEVERIANO MELO","caatinga",178.08,"As"
2413706,"S÷TIO NOVO","caatinga",250.43,"BSh"
2413805,"TABOLEIRO GRANDE","caatinga",197.74,"As"
2413904,"TAIPU","caatinga",75.16,"As"
2414001,"TANGARµ","caatinga",196.17,"BSh"
2414100,"TENENTE ANANIAS","caatinga",357.55,"As"
2414159,"TENENTE LAURENTINO CRUZ","caatinga",588.28,"BSh"
2414209,"TIBAU DO SUL","mata atlantica",35.71,"As"
2414308,"TIMBAÈBA DOS BATISTAS","caatinga",186.94,"BSh"
2414407,"TOUROS","caatinga",83.09,"As"
2414456,"TRIUNFO POTIGUAR","caatinga",227.18,"BSh"
2414506,"UMARIZAL","caatinga",193.25,"As"
2414605,"UPANEMA","caatinga",93.18,"BSh"
2414704,"VµRZEA","caatinga",82.45,"As"
2414753,"VENHA-VER","caatinga",604.34,"As"
2414803,"VERA CRUZ","caatinga",102.44,"As"
2414902,"VIÄOSA","caatinga",281.92,"As"
2415008,"VILA FLOR","mata atlantica",37.19,"As"
2500106,"µGUA BRANCA","caatinga",715.2,"As"
2500205,"AGUIAR","caatinga",378.16,"As"
2500304,"ALAGOA GRANDE","caatinga",189.45,"As"
2500403,"ALAGOA NOVA","caatinga",471.08,"As"
2500502,"ALAGOINHA","caatinga",157.53,"As"
2500536,"ALCANTIL","caatinga",440.04,"BSh"
2500577,"ALGOD«O DE JANDA÷RA","caatinga",493.01,"BSh"
2500601,"ALHANDRA","mata atlantica",62.32,"Am"
2500700,"S«O JO«O DO RIO DO PEIXE","caatinga",281.41,"As"
2500734,"AMPARO","caatinga",634.99,"BSh"
2500775,"APARECIDA","caatinga",250.12,"As"
2500809,"ARAÄAGI","caatinga",90.58,"As"
2500908,"ARARA","caatinga",466.9,"As"
2501005,"ARARUNA","caatinga",440.65,"As"
2501104,"AREIA","caatinga",479.04,"As"
2501153,"AREIA DE BARAÈNAS","caatinga",536.1,"BSh"
2501203,"AREIAL","caatinga",693.91,"As"
2501302,"AROEIRAS","caatinga",332.82,"As"
2501351,"ASSUNÄ«O","caatinga",574.34,"BSh"
2501401,"BA÷A DA TRAIÄ«O","mata atlantica",43.69,"Aw"
2501500,"BANANEIRAS","caatinga",363.59,"As"
2501534,"BARAÈNA","caatinga",598.85,"BSh"
2501575,"BARRA DE SANTANA","caatinga",379.3,"BSh"
2501609,"BARRA DE SANTA ROSA","caatinga",505.53,"BSh"
2501708,"BARRA DE S«O MIGUEL","caatinga",486.11,"BSh"
2501807,"BAYEUX","mata atlantica",37.31,"As"
2501906,"BELêM","caatinga",216.79,"As"
2502003,"BELêM DO BREJO DO CRUZ","caatinga",177.39,"As"
2502052,"BERNARDINO BATISTA","caatinga",532.87,"As"
2502102,"BOA VENTURA","caatinga",338.22,"As"
2502151,"BOA VISTA","caatinga",493.62,"BSh"
2502201,"BOM JESUS","caatinga",314.45,"As"
2502300,"BOM SUCESSO","caatinga",319.37,"As"
2502409,"BONITO DE SANTA Fê","caatinga",634.17,"As"
2502508,"BOQUEIR«O","caatinga",424.5,"BSh"
2502607,"IGARACY","caatinga",327.15,"As"
2502706,"BORBOREMA","caatinga",386.04,"As"
2502805,"BREJO DO CRUZ","caatinga",194.07,"As"
2502904,"BREJO DOS SANTOS","caatinga",341.54,"As"
2503001,"CAAPOR«","mata atlantica",42.67,"Am"
2503100,"CABACEIRAS","caatinga",444.13,"BSh"
2503209,"CABEDELO","mata atlantica",5.75,"As"
2503308,"CACHOEIRA DOS ÷NDIOS","caatinga",371.21,"As"
2503407,"CACIMBA DE AREIA","caatinga",377.44,"BSh"
2503506,"CACIMBA DE DENTRO","caatinga",467.32,"As"
2503555,"CACIMBAS","caatinga",695.02,"BSh"
2503605,"CAIÄARA","caatinga",142.73,"As"
2503704,"CAJAZEIRAS","caatinga",341.41,"As"
2503753,"CAJAZEIRINHAS","caatinga",287.14,"As"
2503803,"CALDAS BRAND«O","caatinga",90.86,"As"
2503902,"CAMALAÈ","caatinga",554.24,"BSh"
2504009,"CAMPINA GRANDE","caatinga",477.74,"As"
2504033,"CAPIM","mata atlantica",80.03,"As"
2504074,"CARAÈBAS","caatinga",499.24,"BSh"
2504108,"CARRAPATEIRA","caatinga",462.62,"As"
2504157,"CASSERENGUE","caatinga",451.74,"As"
2504207,"CATINGUEIRA","caatinga",364.51,"As"
2504306,"CATOLê DO ROCHA","caatinga",280.17,"As"
2504355,"CATURITê","caatinga",437.16,"BSh"
2504405,"CONCEIÄ«O","caatinga",516.69,"As"
2504504,"CONDADO","caatinga",269.61,"As"
2504603,"CONDE","mata atlantica",48.8,"Am"
2504702,"CONGO","caatinga",516.17,"BSh"
2504801,"COREMAS","caatinga",265.64,"As"
2504850,"COXIXOLA","caatinga",501.18,"BSh"
2504900,"CRUZ DO ESP÷RITO SANTO","mata atlantica",63.26,"As"
2505006,"CUBATI","caatinga",595.09,"BSh"
2505105,"CUITê","caatinga",490.56,"BSh"
2505204,"CUITEGI","caatinga",150.59,"As"
2505238,"CUITê DE MAMANGUAPE","caatinga",82.57,"As"
2505279,"CURRAL DE CIMA","caatinga",107.62,"As"
2505303,"CURRAL VELHO","caatinga",411.57,"As"
2505352,"DAMI«O","caatinga",485.02,"BSh"
2505402,"DESTERRO","caatinga",647.85,"BSh"
2505501,"VISTA SERRANA","caatinga",268.75,"BSh"
2505600,"DIAMANTE","caatinga",421.42,"As"
2505709,"DONA IN“S","caatinga",319.08,"As"
2505808,"DUAS ESTRADAS","caatinga",122.38,"As"
2505907,"EMAS","caatinga",293.92,"As"
2506004,"ESPERANÄA","caatinga",594.83,"As"
2506103,"FAGUNDES","caatinga",333.03,"As"
2506202,"FREI MARTINHO","caatinga",432.1,"BSh"
2506251,"GADO BRAVO","caatinga",349.51,"As"
2506301,"GUARABIRA","caatinga",103.72,"As"
2506400,"GURINHêM","caatinga",130.16,"As"
2506509,"GURJ«O","caatinga",500.11,"BSh"
2506608,"IBIARA","caatinga",419.89,"As"
2506707,"IMACULADA","caatinga",730.81,"As"
2506806,"INGµ","caatinga",228.18,"As"
2506905,"ITABAIANA","caatinga",121.17,"As"
2507002,"ITAPORANGA","caatinga",369.62,"As"
2507101,"ITAPOROROCA","caatinga",83.26,"As"
2507200,"ITATUBA","caatinga",163.99,"As"
2507309,"JACARAÈ","caatinga",128.44,"As"
2507408,"JERIC‡","caatinga",259.91,"As"
2507507,"JO«O PESSOA","mata atlantica",31.38,"As"
2507606,"JUAREZ TµVORA","caatinga",176.3,"As"
2507705,"JUAZEIRINHO","caatinga",574.51,"BSh"
2507804,"JUNCO DO SERID‡","caatinga",675.25,"BSh"
2507903,"JURIPIRANGA","mata atlantica",114.04,"As"
2508000,"JURU","caatinga",624.63,"As"
2508109,"LAGOA","caatinga",341.57,"As"
2508208,"LAGOA DE DENTRO","caatinga",124.05,"As"
2508307,"LAGOA SECA","caatinga",596.64,"As"
2508406,"LASTRO","caatinga",332.29,"As"
2508505,"LIVRAMENTO","caatinga",591.48,"BSh"
2508554,"LOGRADOURO","caatinga",111.75,"As"
2508604,"LUCENA","mata atlantica",38.45,"Aw"
2508703,"M«E D'µGUA","caatinga",588.61,"As"
2508802,"MALTA","caatinga",281.7,"BSh"
2508901,"MAMANGUAPE","mata atlantica",98.51,"As"
2509008,"MANA÷RA","caatinga",722.4,"As"
2509057,"MARCAÄ«O","mata atlantica",65.54,"Aw"
2509107,"MARI","caatinga",120.43,"As"
2509156,"MARIZ‡POLIS","caatinga",253.28,"As"
2509206,"MASSARANDUBA","caatinga",391.87,"As"
2509305,"MATARACA","mata atlantica",57.61,"Aw"
2509339,"MATINHAS","caatinga",464.37,"As"
2509370,"MATO GROSSO","caatinga",262.48,"As"
2509396,"MATURêIA","caatinga",802.13,"As"
2509404,"MOGEIRO","caatinga",154.86,"As"
2509503,"MONTADAS","caatinga",680.15,"As"
2509602,"MONTE HOREBE","caatinga",686.2,"As"
2509701,"MONTEIRO","caatinga",632.52,"BSh"
2509800,"MULUNGU","caatinga",106.6,"As"
2509909,"NATUBA","caatinga",394.85,"As"
2510006,"NAZAREZINHO","caatinga",327.95,"As"
2510105,"NOVA FLORESTA","caatinga",620.7,"As"
2510204,"NOVA OLINDA","caatinga",366.39,"As"
2510303,"NOVA PALMEIRA","caatinga",547.73,"BSh"
2510402,"OLHO D'µGUA","caatinga",350.68,"As"
2510501,"OLIVEDOS","caatinga",580.98,"BSh"
2510600,"OURO VELHO","caatinga",618.21,"BSh"
2510659,"PARARI","caatinga",497.81,"BSh"
2510709,"PASSAGEM","caatinga",417.32,"BSh"
2510808,"PATOS","caatinga",268.07,"BSh"
2510907,"PAULISTA","caatinga",224.54,"BSh"
2511004,"PEDRA BRANCA","caatinga",357.23,"As"
2511103,"PEDRA LAVRADA","caatinga",567.31,"BSh"
2511202,"PEDRAS DE FOGO","mata atlantica",111.37,"As"
2511301,"PIANC‡","caatinga",293.15,"As"
2511400,"PICU÷","caatinga",531.39,"BSh"
2511509,"PILAR","caatinga",77.83,"As"
2511608,"PILÂES","caatinga",346.57,"As"
2511707,"PILÂEZINHOS","caatinga",277.73,"As"
2511806,"PIRPIRITUBA","caatinga",159.43,"As"
2511905,"PITIMBU","mata atlantica",33.41,"Am"
2512002,"POCINHOS","caatinga",587.97,"BSh"
2512036,"POÄO DANTAS","caatinga",580.65,"As"
2512077,"POÄO DE JOSê DE MOURA","caatinga",289.69,"As"
2512101,"POMBAL","caatinga",243.88,"As"
2512200,"PRATA","caatinga",610.87,"BSh"
2512309,"PRINCESA ISABEL","caatinga",649.22,"As"
2512408,"PUXINAN«","caatinga",662.48,"As"
2512507,"QUEIMADAS","caatinga",407.08,"As"
2512606,"QUIXABA","caatinga",343.99,"BSh"
2512705,"REM÷GIO","caatinga",542.1,"As"
2512721,"PEDRO RêGIS","caatinga",119.81,"As"
2512747,"RIACH«O","caatinga",208.92,"As"
2512754,"RIACH«O DO BACAMARTE","caatinga",225.7,"As"
2512762,"RIACH«O DO POÄO","caatinga",84.75,"As"
2512788,"RIACHO DE SANTO ANT‚NIO","caatinga",475.44,"BSh"
2512804,"RIACHO DOS CAVALOS","caatinga",207.87,"As"
2512903,"RIO TINTO","mata atlantica",62.4,"As"
2513000,"SALGADINHO","caatinga",565.92,"BSh"
2513109,"SALGADO DE S«O FêLIX","caatinga",214.47,"As"
2513158,"SANTA CEC÷LIA","caatinga",449.16,"As"
2513208,"SANTA CRUZ","caatinga",363.51,"As"
2513307,"SANTA HELENA","caatinga",290.26,"As"
2513356,"SANTA IN“S","caatinga",570.43,"As"
2513406,"SANTA LUZIA","caatinga",434.9,"BSh"
2513505,"SANTANA DE MANGUEIRA","caatinga",493.74,"As"
2513604,"SANTANA DOS GARROTES","caatinga",347.68,"As"
2513653,"JOCA CLAUDINO","caatinga",391.73,"As"
2513703,"SANTA RITA","mata atlantica",70.32,"As"
2513802,"SANTA TERESINHA","caatinga",336.38,"As"
2513851,"SANTO ANDRê","caatinga",512.47,"BSh"
2513901,"S«O BENTO","caatinga",168.75,"BSh"
2513927,"S«O BENTINHO","caatinga",249.29,"As"
2513943,"S«O DOMINGOS DO CARIRI","caatinga",447.45,"BSh"
2513968,"S«O DOMINGOS","caatinga",220.88,"As"
2513984,"S«O FRANCISCO","caatinga",327.12,"As"
2514008,"S«O JO«O DO CARIRI","caatinga",485.43,"BSh"
2514107,"S«O JO«O DO TIGRE","caatinga",718.88,"As"
2514206,"S«O JOSê DA LAGOA TAPADA","caatinga",300.3,"As"
2514305,"S«O JOSê DE CAIANA","caatinga",581.67,"As"
2514404,"S«O JOSê DE ESPINHARAS","caatinga",242.03,"BSh"
2514453,"S«O JOSê DOS RAMOS","caatinga",94.51,"As"
2514503,"S«O JOSê DE PIRANHAS","caatinga",436.99,"As"
2514552,"S«O JOSê DE PRINCESA","caatinga",763.57,"As"
2514602,"S«O JOSê DO BONFIM","caatinga",318.15,"BSh"
2514651,"S«O JOSê DO BREJO DO CRUZ","caatinga",158.11,"As"
2514701,"S«O JOSê DO SABUGI","caatinga",417.41,"BSh"
2514800,"S«O JOSê DOS CORDEIROS","caatinga",587.77,"BSh"
2514909,"S«O MAMEDE","caatinga",315.65,"BSh"
2515005,"S«O MIGUEL DE TAIPU","mata atlantica",62.84,"As"
2515104,"S«O SEBASTI«O DE LAGOA DE ROÄA","caatinga",598.55,"As"
2515203,"S«O SEBASTI«O DO UMBUZEIRO","caatinga",657.09,"BSh"
2515302,"SAPê","caatinga",93.05,"As"
2515401,"S«O VICENTE DO SERID‡","caatinga",573.8,"BSh"
2515500,"SERRA BRANCA","caatinga",540.1,"BSh"
2515609,"SERRA DA RAIZ","caatinga",216.03,"As"
2515708,"SERRA GRANDE","caatinga",600.97,"As"
2515807,"SERRA REDONDA","caatinga",347.33,"As"
2515906,"SERRARIA","caatinga",417.74,"As"
2515930,"SERT«OZINHO","caatinga",128.75,"As"
2515971,"SOBRADO","caatinga",76.44,"As"
2516003,"SOL∂NEA","caatinga",448.79,"As"
2516102,"SOLEDADE","caatinga",541.05,"BSh"
2516151,"SOSS“GO","caatinga",557.67,"BSh"
2516201,"SOUSA","caatinga",265.07,"As"
2516300,"SUMê","caatinga",567.87,"BSh"
2516409,"TACIMA","caatinga",139.67,"As"
2516508,"TAPEROµ","caatinga",563.03,"BSh"
2516607,"TAVARES","caatinga",658.48,"As"
2516706,"TEIXEIRA","caatinga",730.78,"BSh"
2516755,"TEN‡RIO","caatinga",592.35,"BSh"
2516805,"TRIUNFO","caatinga",315.98,"As"
2516904,"UIRAÈNA","caatinga",374.03,"As"
2517001,"UMBUZEIRO","caatinga",425.95,"As"
2517100,"VµRZEA","caatinga",286.51,"BSh"
2517209,"VIEIR‡POLIS","caatinga",347.93,"As"
2517407,"ZABEL“","caatinga",649.3,"BSh"
2600054,"ABREU E LIMA","mata atlantica",108.64,"As"
2600104,"AFOGADOS DA INGAZEIRA","caatinga",587.3,"BSh"
2600203,"AFR∂NIO","caatinga",520.53,"BSh"
2600302,"AGRESTINA","caatinga",458.31,"As"
2600401,"µGUA PRETA","mata atlantica",131.84,"Am"
2600500,"µGUAS BELAS","caatinga",432.48,"As"
2600609,"ALAGOINHA","caatinga",716.57,"As"
2600708,"ALIANÄA","mata atlantica",93.65,"As"
2600807,"ALTINHO","caatinga",529.89,"As"
2600906,"AMARAJI","mata atlantica",385.81,"Am"
2601003,"ANGELIM","caatinga",655.05,"As"
2601052,"ARAÄOIABA","mata atlantica",110.24,"As"
2601102,"ARARIPINA","caatinga",687.72,"BSh"
2601201,"ARCOVERDE","caatinga",793.97,"As"
2601300,"BARRA DE GUABIRABA","mata atlantica",543.64,"As"
2601409,"BARREIROS","mata atlantica",69.81,"Am"
2601508,"BELêM DE MARIA","mata atlantica",323.21,"As"
2601607,"BELêM DO S«O FRANCISCO","caatinga",362,"BSh"
2601706,"BELO JARDIM","caatinga",726.61,"As"
2601805,"BET∂NIA","caatinga",498.78,"BSh"
2601904,"BEZERROS","caatinga",553.09,"As"
2602001,"BODOC‡","caatinga",627.36,"As"
2602100,"BOM CONSELHO","mata atlantica",561.29,"As"
2602209,"BOM JARDIM","caatinga",338.26,"As"
2602308,"BONITO","mata atlantica",488.29,"As"
2602407,"BREJ«O","mata atlantica",705.35,"As"
2602506,"BREJINHO","caatinga",789.61,"BSh"
2602605,"BREJO DA MADRE DE DEUS","caatinga",555.68,"BSh"
2602704,"BUENOS AIRES","mata atlantica",165.67,"As"
2602803,"BU÷QUE","caatinga",615.96,"As"
2602902,"CABO DE SANTO AGOSTINHO","mata atlantica",82.25,"As"
2603009,"CABROB‡","caatinga",382.04,"BSh"
2603108,"CACHOEIRINHA","caatinga",572.46,"As"
2603207,"CAETêS","caatinga",813.73,"As"
2603306,"CALÄADO","caatinga",683.27,"As"
2603405,"CALUMBI","caatinga",533.32,"BSh"
2603454,"CAMARAGIBE","mata atlantica",84.32,"As"
2603504,"CAMOCIM DE S«O FêLIX","mata atlantica",672.25,"As"
2603603,"CAMUTANGA","mata atlantica",212.67,"As"
2603702,"CANHOTINHO","mata atlantica",571.59,"As"
2603801,"CAPOEIRAS","caatinga",834.36,"As"
2603900,"CARNA÷BA","caatinga",610.26,"BSh"
2603926,"CARNAUBEIRA DA PENHA","caatinga",474.98,"BSh"
2604007,"CARPINA","mata atlantica",134.06,"As"
2604106,"CARUARU","caatinga",538.64,"BSh"
2604155,"CASINHAS","caatinga",436.27,"As"
2604205,"CATENDE","mata atlantica",255.97,"As"
2604304,"CEDRO","caatinga",523.16,"BSh"
2604403,"CH« DE ALEGRIA","mata atlantica",135.7,"As"
2604502,"CH« GRANDE","mata atlantica",465.56,"As"
2604601,"CONDADO","mata atlantica",79,"As"
2604700,"CORRENTES","mata atlantica",536.01,"As"
2604809,"CORT“S","mata atlantica",409.02,"Am"
2604908,"CUMARU","caatinga",360.46,"As"
2605004,"CUPIRA","caatinga",448.79,"As"
2605103,"CUST‡DIA","caatinga",545.61,"BSh"
2605152,"DORMENTES","caatinga",489.84,"BSh"
2605202,"ESCADA","mata atlantica",144.63,"Am"
2605301,"EXU","caatinga",695.42,"As"
2605400,"FEIRA NOVA","mata atlantica",158.53,"As"
2605509,"FERREIROS","mata atlantica",97.64,"As"
2605608,"FLORES","caatinga",562.54,"BSh"
2605707,"FLORESTA","caatinga",394.89,"BSh"
2605806,"FREI MIGUELINHO","caatinga",385.45,"As"
2605905,"GAMELEIRA","mata atlantica",126.76,"Am"
2606002,"GARANHUNS","caatinga",759.67,"As"
2606101,"GL‡RIA DO GOITµ","mata atlantica",186.23,"As"
2606200,"GOIANA","mata atlantica",44.96,"Am"
2606309,"GRANITO","caatinga",474.71,"BSh"
2606408,"GRAVATµ","caatinga",459.72,"As"
2606507,"IATI","caatinga",425.31,"As"
2606606,"IBIMIRIM","caatinga",498.87,"BSh"
2606705,"IBIRAJUBA","caatinga",580.36,"As"
2606804,"IGARASSU","mata atlantica",69.89,"Am"
2606903,"IGUARACY","caatinga",631.25,"BSh"
2607000,"INAJµ","caatinga",483.93,"BSh"
2607109,"INGAZEIRA","caatinga",575.14,"BSh"
2607208,"IPOJUCA","mata atlantica",62.21,"Am"
2607307,"IPUBI","caatinga",760.42,"As"
2607406,"ITACURUBA","caatinga",319.14,"BSh"
2607505,"ITA÷BA","caatinga",448.89,"As"
2607604,"ILHA DE ITAMARACµ","mata atlantica",20,"Am"
2607653,"ITAMBê","mata atlantica",100.11,"As"
2607703,"ITAPETIM","caatinga",667.15,"BSh"
2607752,"ITAPISSUMA","mata atlantica",23.04,"Am"
2607802,"ITAQUITINGA","mata atlantica",96.78,"As"
2607901,"JABOAT«O DOS GUARARAPES","mata atlantica",63.09,"As"
2607950,"JAQUEIRA","mata atlantica",301.56,"As"
2608008,"JATAÈBA","caatinga",650.71,"BSh"
2608057,"JATOBµ","caatinga",311.14,"BSh"
2608107,"JO«O ALFREDO","caatinga",296.59,"As"
2608206,"JOAQUIM NABUCO","mata atlantica",235.99,"Am"
2608255,"JUCATI","caatinga",759.06,"As"
2608305,"JUPI","caatinga",741.07,"As"
2608404,"JUREMA","mata atlantica",713.95,"As"
2608453,"LAGOA DO CARRO","mata atlantica",126.89,"As"
2608503,"LAGOA DE ITAENGA","mata atlantica",139.08,"As"
2608602,"LAGOA DO OURO","mata atlantica",637.87,"As"
2608701,"LAGOA DOS GATOS","mata atlantica",561,"As"
2608750,"LAGOA GRANDE","caatinga",429.87,"BSh"
2608800,"LAJEDO","caatinga",644.75,"As"
2608909,"LIMOEIRO","mata atlantica",168.92,"As"
2609006,"MACAPARANA","mata atlantica",459.7,"As"
2609105,"MACHADOS","mata atlantica",291.14,"As"
2609154,"MANARI","caatinga",576.35,"BSh"
2609204,"MARAIAL","mata atlantica",305.2,"As"
2609303,"MIRANDIBA","caatinga",503.59,"BSh"
2609402,"MORENO","mata atlantica",158.72,"As"
2609501,"NAZARê DA MATA","mata atlantica",90.71,"As"
2609600,"OLINDA","mata atlantica",20.36,"Am"
2609709,"OROB‡","mata atlantica",421.27,"As"
2609808,"OROC‡","caatinga",374.18,"BSh"
2609907,"OURICURI","caatinga",483.96,"BSh"
2610004,"PALMARES","mata atlantica",195.65,"As"
2610103,"PALMEIRINA","mata atlantica",590.83,"As"
2610202,"PANELAS","caatinga",646.74,"As"
2610301,"PARANATAMA","caatinga",780.67,"As"
2610400,"PARNAMIRIM","caatinga",418.58,"BSh"
2610509,"PASSIRA","caatinga",207.16,"As"
2610608,"PAUDALHO","mata atlantica",116.25,"As"
2610707,"PAULISTA","mata atlantica",38.85,"Am"
2610806,"PEDRA","caatinga",536.62,"BSh"
2610905,"PESQUEIRA","caatinga",790.95,"As"
2611002,"PETROL∂NDIA","caatinga",365.83,"BSh"
2611101,"PETROLINA","caatinga",420.6,"BSh"
2611200,"POÄ«O","caatinga",903.53,"As"
2611309,"POMBOS","mata atlantica",340.64,"As"
2611408,"PRIMAVERA","mata atlantica",367.43,"As"
2611507,"QUIPAPµ","mata atlantica",555.49,"As"
2611533,"QUIXABA","caatinga",628.46,"As"
2611606,"RECIFE","mata atlantica",32.92,"Am"
2611705,"RIACHO DAS ALMAS","caatinga",442.83,"As"
2611804,"RIBEIR«O","mata atlantica",151.08,"Am"
2611903,"RIO FORMOSO","mata atlantica",86.04,"Am"
2612000,"SAIRê","mata atlantica",628.12,"As"
2612109,"SALGADINHO","caatinga",253.68,"As"
2612208,"SALGUEIRO","caatinga",481.48,"BSh"
2612307,"SALOµ","caatinga",694.29,"As"
2612406,"SANHAR‡","caatinga",725.58,"As"
2612455,"SANTA CRUZ","caatinga",490.52,"BSh"
2612471,"SANTA CRUZ DA BAIXA VERDE","caatinga",801.21,"As"
2612505,"SANTA CRUZ DO CAPIBARIBE","caatinga",511.22,"BSh"
2612554,"SANTA FILOMENA","caatinga",573.37,"BSh"
2612604,"SANTA MARIA DA BOA VISTA","caatinga",398.62,"BSh"
2612703,"SANTA MARIA DO CAMBUCµ","caatinga",477.56,"As"
2612802,"SANTA TEREZINHA","caatinga",728.97,"BSh"
2612901,"S«O BENEDITO DO SUL","mata atlantica",459.54,"As"
2613008,"S«O BENTO DO UNA","caatinga",661.99,"As"
2613107,"S«O CAITANO","caatinga",638.68,"BSh"
2613206,"S«O JO«O","caatinga",736.05,"As"
2613305,"S«O JOAQUIM DO MONTE","caatinga",485.25,"As"
2613404,"S«O JOSê DA COROA GRANDE","mata atlantica",47.13,"Am"
2613503,"S«O JOSê DO BELMONTE","caatinga",543.26,"BSh"
2613602,"S«O JOSê DO EGITO","caatinga",616.36,"BSh"
2613701,"S«O LOURENÄO DA MATA","mata atlantica",105.22,"As"
2613800,"S«O VICENTE FêRRER","mata atlantica",443.87,"As"
2613909,"SERRA TALHADA","caatinga",488.96,"BSh"
2614006,"SERRITA","caatinga",482.36,"BSh"
2614105,"SERT∂NIA","caatinga",575.29,"BSh"
2614204,"SIRINHAêM","mata atlantica",60.47,"Am"
2614303,"MOREIL∂NDIA","caatinga",601.74,"As"
2614402,"SOLID«O","caatinga",672.89,"As"
2614501,"SURUBIM","caatinga",366.64,"As"
2614600,"TABIRA","caatinga",613.84,"BSh"
2614709,"TACAIMB‡","caatinga",620.57,"As"
2614808,"TACARATU","caatinga",464.53,"BSh"
2614857,"TAMANDARê","mata atlantica",65.96,"Am"
2615003,"TAQUARITINGA DO NORTE","caatinga",527.74,"BSh"
2615102,"TEREZINHA","mata atlantica",665.01,"As"
2615201,"TERRA NOVA","caatinga",402.13,"BSh"
2615300,"TIMBAÈBA","mata atlantica",215.77,"As"
2615409,"TORITAMA","caatinga",383.86,"BSh"
2615508,"TRACUNHAêM","mata atlantica",112.23,"As"
2615607,"TRINDADE","caatinga",521.52,"BSh"
2615706,"TRIUNFO","caatinga",728.57,"As"
2615805,"TUPANATINGA","caatinga",627.69,"BSh"
2615904,"TUPARETAMA","caatinga",613.02,"BSh"
2616001,"VENTUROSA","caatinga",638.03,"As"
2616100,"VERDEJANTE","caatinga",508.35,"BSh"
2616183,"VERTENTE DO LêRIO","caatinga",466.45,"As"
2616209,"VERTENTES","caatinga",450.21,"As"
2616308,"VIC“NCIA","mata atlantica",176.45,"As"
2616407,"VIT‡RIA DE SANTO ANT«O","mata atlantica",252.78,"As"
2616506,"XEXêU","mata atlantica",166.71,"As"
2700102,"µGUA BRANCA","caatinga",368.41,"As"
2700201,"ANADIA","mata atlantica",189.35,"As"
2700300,"ARAPIRACA","caatinga",244.27,"As"
