geocode;UF;name_muni;hierarquia
4203907;SC;Arranjo Populacional de Capinzal/SC;Centro Local
3304151;RJ;Quissamã;Centro Local
2911105;BA;Formosa do Rio Preto;Centro Local
3306206;RJ;Vassouras;Centro Local
5204250;GO;Cachoeira Dourada;Centro Local
2613008;PE;São Bento do Una;Centro Local
3304755;RJ;São Francisco de Itabapoana;Centro Local
4300901;RS;Aratiba;Centro Local
3526001;SP;Junqueirópolis;Centro Local
3152808;MG;Prata;Centro Local
3119302;MG;Coromandel;Centro Local
1503903;PA;Juruti;Centro Local
3160702;MG;Santos Dumont;Centro Local
3510005;SP;Cândido Mota;Centro Local
5007109;MS;Ribas do Rio Pardo;Centro Local
5001003;MS;Aparecida do Taboado;Centro Local
3129509;MG;Ibiá;Centro Local
3556404;SP;Vargem Grande do Sul;Centro Local
3201407;ES;Castelo;Centro Local
4127502;PR;Tibagi;Centro Local
3548005;SP;Santo Antônio de Posse;Centro Local
4315701;RS;Rio Pardo;Centro Local
1507953;PA;Tailândia;Centro Local
2303501;CE;Cascavel;Centro Local
1504703;PA;Moju;Centro Local
3530201;SP;Mirante do Paranapanema;Centro Local
2500601;PB;Alhandra;Centro Local
4123501;PR;Santa Helena;Centro Local
3510807;SP;Casa Branca;Centro Local
4213104;SC;Arranjo Populacional de Piratuba - Ipira/SC;Centro Local
3145000;MG;Nova Ponte;Centro Local
3502200;SP;Angatuba;Centro Local
3537008;SP;Pedregulho;Centro Local
5215702;GO;Palmeiras de Goiás;Centro Local
5213004;GO;Arranjo Populacional de Maurilândia/GO;Centro Local
1505064;PA;Novo Repartimento;Centro Local
3505807;SP;Bastos;Centro Local
5101902;MT;Brasnorte;Centro Local
5216403;GO;Paraúna;Centro Local
5203302;GO;Bela Vista de Goiás;Centro Local
3550407;SP;Arranjo Populacional de São Pedro/SP;Centro Local
5204300;GO;Caçu;Centro Local
4126272;PR;Saudade do Iguaçu;Centro Local
2925204;BA;Pojuca;Centro Local
3117504;MG;Conceição do Mato Dentro;Centro Local
1500206;PA;Acará;Centro Local
2402600;RN;Ceará-Mirim;Centro Local
2708105;AL;Santana do Mundaú;Centro Local
5108006;MT;Tapurah;Centro Local
3117306;MG;Conceição das Alagoas;Centro Local
3521804;SP;Itaí;Centro Local
2929305;BA;São Gonçalo dos Campos;Centro Local
5203500;GO;Bom Jesus de Goiás;Centro Local
3500303;SP;Aguaí;Centro Local
3151602;MG;Arranjo Populacional de Planura/MG - Colômbia/SP;Centro Local
1506708;PA;Santana do Araguaia;Centro Local
4217501;SC;Seara;Centro Local
5106307;MT;Paranatinga;Centro Local
2308708;CE;Morada Nova;Centro Local
2803203;SE;Itaporanga d'Ajuda;Centro Local
4216305;SC;São João Batista;Centro Local
4109609;PR;Guaratuba;Centro Local
3552106;SP;Socorro;Centro Local
3147402;MG;Arranjo Populacional de Paraopeba/MG;Centro Local
5217104;GO;Piracanjuba;Centro Local
4319604;RS;São Sepé;Centro Local
3540903;SP;Pradópolis;Centro Local
5106372;MT;Pedra Preta;Centro Local
2928802;BA;Santo Estêvão;Centro Local
4300802;RS;Arranjo Populacional de Antônio Prado/RS;Centro Local
4211751;SC;Arranjo Populacional de Otacílio Costa/SC;Centro Local
2933208;BA;Arranjo Populacional de Vera Cruz - Itaparica/BA;Centro Local
3304805;RJ;São Fidélis;Centro Local
4111902;PR;Jaguapitã;Centro Local
3547601;SP;Santa Rosa de Viterbo;Centro Local
5213756;GO;Montividiu;Centro Local
4309001;RS;Giruá;Centro Local
4110102;PR;Imbituva;Centro Local
3133006;MG;Itamonte;Centro Local
3529609;SP;Meridiano;Centro Local
5207402;GO;Edéia;Centro Local
3200409;ES;Anchieta;Centro Local
1713205;TO;Arranjo Populacional de Miracema do Tocantins/TO;Centro Local
4313201;RS;Nova Petrópolis;Centro Local
3514304;SP;Dourado;Centro Local
3114303;MG;Carmo do Paranaíba;Centro Local
1505809;PA;Portel;Centro Local
3157203;MG;Santa Bárbara;Centro Local
4119103;PR;Piên;Centro Local
4321303;RS;Taquari;Centro Local
3159803;MG;Santa Vitória;Centro Local
3201902;ES;Domingos Martins;Centro Local
5101407;MT;Aripuanã;Centro Local
2704500;AL;Arranjo Populacional de Maragogi/AL - São José da Coroa Grande/PE;Centro Local
3511409;SP;Cerqueira César;Centro Local
4101101;PR;Andirá;Centro Local
4119400;PR;Piraí do Sul;Centro Local
3514106;SP;Dois Córregos;Centro Local
4208104;SC;Itaiópolis;Centro Local
3300506;RJ;Bom Jardim;Centro Local
4124400;PR;Arranjo Populacional Internacional de Santo Antônio do Sudoeste/Brasil;Centro Local
3152006;MG;Pompéu;Centro Local
1504802;PA;Monte Alegre;Centro Local
3536604;SP;Arranjo Populacional de Paulo de Faria - Orindiúva/SP;Centro Local
3507902;SP;Brotas;Centro Local
2700409;AL;Atalaia;Centro Local
4312906;RS;Nova Bassano;Centro Local
3109303;MG;Buritis;Centro Local
3551603;SP;Serra Negra;Centro Local
4106605;PR;Cruzeiro do Oeste;Centro Local
1508308;PA;Viseu;Centro Local
4205803;SC;Garuva;Centro Local
3149804;MG;Perdizes;Centro Local
1507607;PA;São Miguel do Guamá;Centro Local
1500404;PA;Alenquer;Centro Local
1502806;PA;Curralinho;Centro Local
4103602;PR;Cambará;Centro Local
5107305;MT;São José do Rio Claro;Centro Local
1502939;PA;Dom Eliseu;Centro Local
4124806;PR;São João;Centro Local
5004502;MS;Itaporã;Centro Local
3169604;MG;Tupaciguara;Centro Local
3550209;SP;São Miguel Arcanjo;Centro Local
1301308;AM;Codajás;Centro Local
3151404;MG;Arranjo Populacional de Pitangui/MG;Centro Local
2313500;CE;Trairi;Centro Local
3535804;SP;Paranapanema;Centro Local
4127403;PR;Terra Roxa;Centro Local
3157708;MG;Santa Juliana;Centro Local
2601904;PE;Bezerros;Centro Local
1508001;PA;Tomé-Açu;Centro Local
4319000;RS;São Marcos;Centro Local
3512209;SP;Conchal;Centro Local
1301852;AM;Iranduba;Centro Local
2302206;CE;Beberibe;Centro Local
5002209;MS;Bonito;Centro Local
5204409;GO;Caiapônia;Centro Local
4316709;RS;Santa Bárbara do Sul;Centro Local
3105400;MG;Barão de Cocais;Centro Local
3162005;MG;São Gonçalo do Sapucaí;Centro Local
4120002;PR;Porecatu;Centro Local
3519105;SP;Iacanga;Centro Local
1506500;PA;Santa Izabel do Pará;Centro Local
4311007;RS;Jaguarão;Centro Local
5000856;MS;Angélica;Centro Local
3531407;SP;Monte Aprazível;Centro Local
4318200;RS;São Francisco de Paula;Centro Local
3528007;SP;Macatuba;Centro Local
4106506;PR;Coronel Vivida;Centro Local
5103007;MT;Chapada dos Guimarães;Centro Local
3547502;SP;Santa Rita do Passa Quatro;Centro Local
4102109;PR;Astorga;Centro Local
3533007;SP;Arranjo Populacional de Nova Granada/SP;Centro Local
5104526;MT;Ipiranga do Norte;Centro Local
5007935;MS;Sonora;Centro Local
5106232;MT;Nova Olímpia;Centro Local
4208450;SC;Itapoá;Centro Local
3129707;MG;Ibiraci;Centro Local
5004601;MS;Itaquiraí;Centro Local
5200134;GO;Acreúna;Centro Local
3535309;SP;Palmital;Centro Local
1505106;PA;Óbidos;Centro Local
3551900;SP;Severínia;Centro Local
3530102;SP;Mirandópolis;Centro Local
4106308;PR;Corbélia;Centro Local
4316303;RS;Roque Gonzales;Centro Local
5105606;MT;Matupá;Centro Local
3522901;SP;Itapuí;Centro Local
3500501;SP;Arranjo Populacional de Águas de Lindóia/SP;Centro Local
4200101;SC;Abelardo Luz;Centro Local
4113908;PR;Mallet;Centro Local
3155504;MG;Rio Paranaíba;Centro Local
3514908;SP;Elias Fausto;Centro Local
3537909;SP;Pilar do Sul;Centro Local
3511003;SP;Castilho;Centro Local
3545506;SP;Sandovalina;Centro Local
1502772;PA;Curionópolis;Centro Local
5209952;GO;Arranjo Populacional de Indiara/GO;Centro Local
4217006;SC;São Ludgero;Centro Local
3130705;MG;Indianópolis;Centro Local
5100409;MT;Alto Garças;Centro Local
2907202;BA;Casa Nova;Centro Local
5001243;MS;Aral Moreira;Centro Local
1100452;RO;Buritis;Centro Local
2300200;CE;Acaraú;Centro Local
2615409;PE;Toritama;Centro Local
3515202;SP;Estrela d'Oeste;Centro Local
3521705;SP;Itaberá;Centro Local
2916302;BA;Itapebi;Centro Local
3116605;MG;Cláudio;Centro Local
3142809;MG;Monte Alegre de Minas;Centro Local
4105300;PR;Céu Azul;Centro Local
4204558;SC;Correia Pinto;Centro Local
3536406;SP;Paulicéia;Centro Local
3171006;MG;Vazante;Centro Local
3140704;MG;Mateus Leme;Centro Local
2104800;MA;Grajaú;Centro Local
4126504;PR;Sertanópolis;Centro Local
4121703;PR;Reserva;Centro Local
1504455;PA;Medicilândia;Centro Local
3535002;SP;Palestina;Centro Local
4306908;RS;Encruzilhada do Sul;Centro Local
3162948;MG;São José da Barra;Centro Local
3113206;MG;Carandaí;Centro Local
2614204;PE;Sirinhaém;Centro Local
3529203;SP;Martinópolis;Centro Local
3521903;SP;Itajobi;Centro Local
1505031;PA;Novo Progresso;Centro Local
2110005;MA;Santa Luzia;Centro Local
3508603;SP;Cachoeira Paulista;Centro Local
3204708;ES;São Gabriel da Palha;Centro Local
3123601;MG;Elói Mendes;Centro Local
2515302;PB;Sapé;Centro Local
5103304;MT;Comodoro;Centro Local
3302809;RJ;Arranjo Populacional de Mendes - Engenheiro Paulo de Frontin/RJ;Centro Local
2105401;MA;Itapecuru Mirim;Centro Local
4218509;SC;Treze Tílias;Centro Local
3509403;SP;Cajuru;Centro Local
1303536;AM;Presidente Figueiredo;Centro Local
1100098;RO;Espigão D'Oeste;Centro Local
4316006;RS;Rolante;Centro Local
2407203;RN;Macau;Centro Local
3205069;ES;Venda Nova do Imigrante;Centro Local
3111101;MG;Campina Verde;Centro Local
2414407;RN;Touros;Centro Local
1505437;PA;Ourilândia do Norte;Centro Local
4210001;SC;Luiz Alves;Centro Local
1501782;PA;Breu Branco;Centro Local
5105903;MT;Nobres;Centro Local
5107008;MT;Poxoréu;Centro Local
3517604;SP;Guapiara;Centro Local
4114005;PR;Mamborê;Centro Local
3516903;SP;General Salgado;Centro Local
3110509;MG;Camanducaia;Centro Local
5107768;MT;Santa Rita do Trivelato;Centro Local
5108501;MT;Vera;Centro Local
4101200;PR;Antonina;Centro Local
4112801;PR;Joaquim Távora;Centro Local
4302352;RS;Bom Princípio;Centro Local
3135050;MG;Jaíba;Centro Local
1505486;PA;Pacajá;Centro Local
4116703;PR;Nova Aurora;Centro Local
1506187;PA;Rondon do Pará;Centro Local
4211009;SC;Mondaí;Centro Local
2907509;BA;Catu;Centro Local
3528809;SP;Maracaí;Centro Local
1100320;RO;São Miguel do Guaporé;Centro Local
5220207;GO;São Miguel do Araguaia;Centro Local
5107800;MT;Santo Antônio do Leverger;Centro Local
4204707;SC;Cunha Porã;Centro Local
4312617;RS;Muitos Capões;Centro Local
1503705;PA;Itupiranga;Centro Local
5106505;MT;Poconé;Centro Local
4210605;SC;Massaranduba;Centro Local
4211504;SC;Nova Trento;Centro Local
3540804;SP;Potirendaba;Centro Local
1716604;TO;Peixe;Centro Local
1400472;RR;Rorainópolis;Centro Local
2401453;RN;Baraúna;Centro Local
3536208;SP;Pariquera-Açu;Centro Local
1508159;PA;Uruará;Centro Local
4110409;PR;Indianópolis;Centro Local
3147204;MG;Paraguaçu;Centro Local
2902906;BA;Barra do Choça;Centro Local
3134905;MG;Jacutinga;Centro Local
2704203;AL;Limoeiro de Anadia;Centro Local
4301305;RS;Arroio Grande;Centro Local
2401107;RN;Areia Branca;Centro Local
1301704;AM;Humaitá;Centro Local
4107256;PR;Douradina;Centro Local
3531506;SP;Monte Azul Paulista;Centro Local
4213708;SC;Pouso Redondo;Centro Local
2102325;MA;Buriticupu;Centro Local
1501907;PA;Bujaru;Centro Local
2910602;BA;Esplanada;Centro Local
2112001;MA;Tasso Fragoso;Centro Local
3553302;SP;Tambaú;Centro Local
3203056;ES;Jaguaré;Centro Local
3160405;MG;Santo Antônio do Monte;Centro Local
1503804;PA;Jacundá;Centro Local
1505205;PA;Oeiras do Pará;Centro Local
4118105;PR;Arranjo Populacional de Paranacity/PR;Centro Local
4104428;PR;Candói;Centro Local
3133758;MG;Itaú de Minas;Centro Local
3200201;ES;Alegre;Centro Local
5002308;MS;Brasilândia;Centro Local
3205010;ES;Sooretama;Centro Local
5006275;MS;Paraíso das Águas;Centro Local
3111606;MG;Campos Gerais;Centro Local
2807105;SE;Simão Dias;Centro Local
3505609;SP;Barrinha;Centro Local
4121802;PR;Ribeirão Claro;Centro Local
1503457;PA;Ipixuna do Pará;Centro Local
4122008;PR;Rio Azul;Centro Local
4111209;PR;Itapejara d'Oeste;Centro Local
4319158;RS;São Miguel das Missões;Centro Local
1100015;RO;Alta Floresta D'Oeste;Centro Local
1302702;AM;Manicoré;Centro Local
2602100;PE;Bom Conselho;Centro Local
3303005;RJ;Miracema;Centro Local
1200500;AC;Sena Madureira;Centro Local
3144607;MG;Nepomuceno;Centro Local
2926202;BA;Riachão das Neves;Centro Local
2923001;BA;Nova Viçosa;Centro Local
2106755;MA;Miranda do Norte;Centro Local
3533601;SP;Nuporanga;Centro Local
2925105;BA;Poções;Centro Local
5106422;MT;Peixoto de Azevedo;Centro Local
2910503;BA;Entre Rios;Centro Local
3301207;RJ;Carmo;Centro Local
4105706;PR;Clevelândia;Centro Local
5005608;MS;Miranda;Centro Local
5103254;MT;Colniza;Centro Local
3501004;SP;Altinópolis;Centro Local
5008008;MS;Terenos;Centro Local
3153400;MG;Presidente Olegário;Centro Local
5215306;GO;Orizona;Centro Local
2609501;PE;Nazaré da Mata;Centro Local
5214002;GO;Mozarlândia;Centro Local
3144102;MG;Muzambinho;Centro Local
1507979;PA;Terra Santa;Centro Local
4125100;PR;São João do Triunfo;Centro Local
4208807;SC;Jaguaruna;Centro Local
3305158;RJ;São José do Vale do Rio Preto;Centro Local
3546306;SP;Santa Cruz das Palmeiras;Centro Local
3118205;MG;Conquista;Centro Local
2905404;BA;Cairu;Centro Local
3541703;SP;Quatá;Centro Local
2306900;CE;Jaguaribe;Centro Local
4300505;RS;Alpestre;Centro Local
3203403;ES;Mimoso do Sul;Centro Local
1711902;TO;Lagoa da Confusão;Centro Local
4102802;PR;Bela Vista do Paraíso;Centro Local
4126306;PR;Sengés;Centro Local
4126801;PR;Tapejara;Centro Local
4305454;RS;Arranjo Populacional de Cidreira - Balneário Pinhal/RS;Centro Local
5205901;GO;Corumbaíba;Centro Local
4101705;PR;Araruna;Centro Local
5217708;GO;Pontalina;Centro Local
2408300;RN;Nova Cruz;Centro Local
3550902;SP;São Simão;Centro Local
3524600;SP;Jacupiranga;Centro Local
1303569;AM;Rio Preto da Eva;Centro Local
4322251;RS;Tupandi;Centro Local
3114402;MG;Carmo do Rio Claro;Centro Local
3538600;SP;Piracaia;Centro Local
2913705;BA;Inhambupe;Centro Local
3526209;SP;Juquitiba;Centro Local
4315800;RS;Roca Sales;Centro Local
3555356;SP;Ubarana;Centro Local
4305306;RS;Chapada;Centro Local
3508801;SP;Cafelândia;Centro Local
3515152;SP;Engenheiro Coelho;Centro Local
4318101;RS;São Francisco de Assis;Centro Local
3143203;MG;Monte Santo de Minas;Centro Local
3538907;SP;Arranjo Populacional de Pirajuí/SP;Centro Local
2612604;PE;Santa Maria da Boa Vista;Centro Local
2701407;AL;Campo Alegre;Centro Local
1302405;AM;Lábrea;Centro Local
2306553;CE;Itarema;Centro Local
1500347;PA;Água Azul do Norte;Centro Local
3204609;ES;Santa Teresa;Centro Local
2204501;PI;Guadalupe;Centro Local
5220504;GO;Serranópolis;Centro Local
1200609;AC;Tarauacá;Centro Local
2400703;RN;Alto do Rodrigues;Centro Local
5007406;MS;Rio Verde de Mato Grosso;Centro Local
2708501;AL;São Luís do Quitunde;Centro Local
3139508;MG;Manhumirim;Centro Local
2931905;BA;Tucano;Centro Local
5105507;MT;Vila Bela da Santíssima Trindade;Centro Local
3534757;SP;Ouroeste;Centro Local
5103452;MT;Denise;Centro Local
2300754;CE;Amontada;Centro Local
2706901;AL;Pilar;Centro Local
5216452;GO;Perolândia;Centro Local
3201605;ES;Conceição da Barra;Centro Local
4302709;RS;Butiá;Centro Local
4315305;RS;Quaraí;Centro Local
2401008;RN;Apodi;Centro Local
1100338;RO;Nova Mamoré;Centro Local
2925501;BA;Prado;Centro Local
3529906;SP;Miracatu;Centro Local
3204104;ES;Pinheiros;Centro Local
2310209;CE;Paracuru;Centro Local
1506203;PA;Salinópolis;Centro Local
5218904;GO;Rubiataba;Centro Local
4313656;RS;Palmares do Sul;Centro Local
2611804;PE;Ribeirão;Centro Local
4314472;RS;Pinhal Grande;Centro Local
2109809;MA;Arranjo Populacional de Santa Helena - Turilândia/MA;Centro Local
2310258;CE;Paraipaba;Centro Local
3101102;MG;Aimorés;Centro Local
5005251;MS;Laguna Carapã;Centro Local
2803005;SE;Itabaianinha;Centro Local
5201306;GO;Anicuns;Centro Local
2606101;PE;Glória do Goitá;Centro Local
3543006;SP;Ribeirão Branco;Centro Local
1506161;PA;Rio Maria;Centro Local
3166808;MG;Serra do Salitre;Centro Local
5108907;MT;Nova Maringá;Centro Local
3204351;ES;Rio Bananal;Centro Local
2930204;BA;Sento Sé;Centro Local
3517703;SP;Guará;Centro Local
5106299;MT;Paranaíta;Centro Local
3519808;SP;Icém;Centro Local
2603207;PE;Arranjo Populacional de Caetés - Capoeiras/PE;Centro Local
3143401;MG;Monte Sião;Centro Local
3523602;SP;Itirapina;Centro Local
4311155;RS;Jóia;Centro Local
5003801;MS;Fátima do Sul;Centro Local
3305604;RJ;Silva Jardim;Centro Local
2506004;PB;Esperança;Centro Local
4205308;SC;Faxinal dos Guedes;Centro Local
4315503;RS;Restinga Sêca;Centro Local
3133105;MG;Itanhandu;Centro Local
4204004;SC;Catanduvas;Centro Local
2920601;BA;Maragogipe;Centro Local
2112803;MA;Viana;Centro Local
3111408;MG;Campo Florido;Centro Local
3140902;MG;Matipó;Centro Local
4115408;PR;Marmeleiro;Centro Local
5007554;MS;Santa Rita do Pardo;Centro Local
3149903;MG;Perdões;Centro Local
2313609;CE;Ubajara;Centro Local
5004304;MS;Iguatemi;Centro Local
4127205;PR;Terra Boa;Centro Local
2709152;AL;Teotônio Vilela;Centro Local
4107504;PR;Engenheiro Beltrão;Centro Local
3547700;SP;Santo Anastácio;Centro Local
3532009;SP;Morungaba;Centro Local
4321006;RS;Tapera;Centro Local
1302900;AM;Maués;Centro Local
4110508;PR;Ipiranga;Centro Local
5002605;MS;Camapuã;Centro Local
2701100;AL;Branquinha;Centro Local
4101903;PR;Assaí;Centro Local
2111607;MA;São Raimundo das Mangabeiras;Centro Local
2616308;PE;Vicência;Centro Local
5204805;GO;Campo Alegre de Goiás;Centro Local
2906907;BA;Caravelas;Centro Local
4217907;SC;Tangará;Centro Local
5200555;GO;Alto Horizonte;Centro Local
2902104;BA;Araci;Centro Local
2921906;BA;Mucugê;Centro Local
1100254;RO;Presidente Médici;Centro Local
4203303;SC;Campo Alegre;Centro Local
3507407;SP;Borborema;Centro Local
3133402;MG;Itapagipe;Centro Local
4318507;RS;São José do Norte;Centro Local
4201257;SC;Apiúna;Centro Local
2930774;BA;Sobradinho;Centro Local
4314464;RS;Pinhal da Serra;Centro Local
3508009;SP;Buri;Centro Local
3114204;MG;Carmo do Cajuru;Centro Local
1504000;PA;Limoeiro do Ajuru;Centro Local
4308102;RS;Feliz;Centro Local
2313807;CE;Uruburetama;Centro Local
3205036;ES;Vargem Alta;Centro Local
3114501;MG;Carmópolis de Minas;Centro Local
2314102;CE;Viçosa do Ceará;Centro Local
3162906;MG;São João Nepomuceno;Centro Local
3203346;ES;Marechal Floriano;Centro Local
4127965;PR;Turvo;Centro Local
5103056;MT;Cláudia;Centro Local
5104203;MT;Guiratinga;Centro Local
2304707;CE;Granja;Centro Local
4124509;PR;Santo Inácio;Centro Local
1503093;PA;Goianésia do Pará;Centro Local
3128303;MG;Guaranésia;Centro Local
5222005;GO;Vianópolis;Centro Local
3126703;MG;Francisco Sá;Centro Local
2602803;PE;Buíque;Centro Local
5214838;GO;Nova Crixás;Centro Local
2311603;CE;Arranjo Populacional de Redenção - Acarape/CE;Centro Local
5103700;MT;Feliz Natal;Centro Local
5107792;MT;Santo Antônio do Leste;Centro Local
2916500;BA;Itapicuru;Centro Local
3305703;RJ;Sumidouro;Centro Local
2307007;CE;Jaguaruana;Centro Local
2603009;PE;Cabrobó;Centro Local
4122503;PR;Roncador;Centro Local
5107941;MT;Tabaporã;Centro Local
1708205;TO;Formoso do Araguaia;Centro Local
2408805;RN;Parazinho;Centro Local
2302404;CE;Boa Viagem;Centro Local
3520905;SP;Ipaussu;Centro Local
3551801;SP;Sete Barras;Centro Local
1503309;PA;Igarapé-Miri;Centro Local
2310704;CE;Pentecoste;Centro Local
1508209;PA;Vigia;Centro Local
5106216;MT;Nova Canaã do Norte;Centro Local
3511607;SP;Cesário Lange;Centro Local
2605103;PE;Custódia;Centro Local
2602308;PE;Bonito;Centro Local
2704005;AL;Junqueiro;Centro Local
4115358;PR;Maripá;Centro Local
3548054;SP;Arranjo Populacional de Santo Antônio do Aracanguá/SP;Centro Local
3155702;MG;Rio Piracicaba;Centro Local
4110953;PR;Itaipulândia;Centro Local
5106281;MT;Novo São Joaquim;Centro Local
3139607;MG;Mantena;Centro Local
4215505;SC;Santa Cecília;Centro Local
4312708;RS;Nonoai;Centro Local
4110607;PR;Iporã;Centro Local
5103858;MT;Gaúcha do Norte;Centro Local
4214201;SC;Quilombo;Centro Local
3515400;SP;Fartura;Centro Local
3113701;MG;Carlos Chagas;Centro Local
4114500;PR;Manoel Ribas;Centro Local
3544202;SP;Arranjo Populacional de Riolândia/SP;Centro Local
3130309;MG;Iguatama;Centro Local
4118907;PR;Pérola;Centro Local
3521309;SP;Ipuã;Centro Local
1600501;AP;Oiapoque;Centro Local
5106802;MT;Porto dos Gaúchos;Centro Local
5217203;GO;Piranhas;Centro Local
4127601;PR;Tijucas do Sul;Centro Local
5107107;MT;São José dos Quatro Marcos;Centro Local
4122701;PR;Sabáudia;Centro Local
3519501;SP;Ibirarema;Centro Local
3200300;ES;Alfredo Chaves;Centro Local
2902708;BA;Barra;Centro Local
3204203;ES;Piúma;Centro Local
3111507;MG;Campos Altos;Centro Local
1600238;AP;Ferreira Gomes;Centro Local
3556909;SP;Vista Alegre do Alto;Centro Local
3101904;MG;Alpinópolis;Centro Local
5217302;GO;Pirenópolis;Centro Local
2201200;PI;Barras;Centro Local
3115102;MG;Cássia;Centro Local
4305009;RS;Catuípe;Centro Local
2200400;PI;Altos;Centro Local
3526100;SP;Juquiá;Centro Local
2917359;BA;Jaborandi;Centro Local
3124807;MG;Estrela do Sul;Centro Local
1200450;AC;Senador Guiomard;Centro Local
5222054;GO;Vicentinópolis;Centro Local
5002001;MS;Batayporã;Centro Local
2412559;RN;São Miguel do Gostoso;Centro Local
4314605;RS;Piratini;Centro Local
2101251;MA;Bacabeira;Centro Local
3202108;ES;Ecoporanga;Centro Local
3203130;ES;João Neiva;Centro Local
3144003;MG;Mutum;Centro Local
4305702;RS;Condor;Centro Local
4316501;RS;Arranjo Populacional de Salvador do Sul/RS;Centro Local
1506195;PA;Rurópolis;Centro Local
1200302;AC;Feijó;Centro Local
4123006;PR;Salto do Lontra;Centro Local
4321105;RS;Tapes;Centro Local
2102804;MA;Arranjo Populacional de Carolina/MA;Centro Local
3111002;MG;Campestre;Centro Local
2708808;AL;São Sebastião;Centro Local
2927705;BA;Santa Cruz Cabrália;Centro Local
5103601;MT;Dom Aquino;Centro Local
3556107;SP;Valentim Gentil;Centro Local
5107248;MT;Santa Carmem;Centro Local
2905800;BA;Camamu;Centro Local
3556008;SP;Urupês;Centro Local
3137502;MG;Lagoa Formosa;Centro Local
4219176;SC;Vargem Bonita;Centro Local
1501204;PA;Baião;Centro Local
3128600;MG;Guarda-Mor;Centro Local
2908309;BA;Arranjo Populacional de Conceição do Almeida - Sapeaçu/BA;Centro Local
3504404;SP;Avanhandava;Centro Local
2611309;PE;Pombos;Centro Local
1507904;PA;Arranjo Populacional de Soure - Salvaterra/PA;Centro Local
3304409;RJ;Rio Claro;Centro Local
4100509;PR;Altônia;Centro Local
3300902;RJ;Cambuci;Centro Local
1503200;PA;Igarapé-Açu;Centro Local
4112959;PR;Juranda;Centro Local
3508207;SP;Buritizal;Centro Local
2928000;BA;Santaluz;Centro Local
2703205;AL;Igreja Nova;Centro Local
2914406;BA;Iraquara;Centro Local
4116059;PR;Missal;Centro Local
2914653;BA;Itabela;Centro Local
3301157;RJ;Cardoso Moreira;Centro Local
3302056;RJ;Italva;Centro Local
3109709;MG;Cachoeira de Minas;Centro Local
4302303;RS;Bom Jesus;Centro Local
2308401;CE;Missão Velha;Centro Local
3202454;ES;Ibatiba;Centro Local
4312500;RS;Mostardas;Centro Local
3111804;MG;Canápolis;Centro Local
4127304;PR;Terra Rica;Centro Local
4127007;PR;Teixeira Soares;Centro Local
4216107;SC;São Domingos;Centro Local
2602605;PE;Brejo da Madre de Deus;Centro Local
3517901;SP;Guaraci;Centro Local
2917300;BA;Ituberá;Centro Local
4105607;PR;Cidade Gaúcha;Centro Local
4207908;SC;Irineópolis;Centro Local
4121505;PR;Rebouças;Centro Local
5003751;MS;Eldorado;Centro Local
2211100;PI;União;Centro Local
4118006;PR;Paraíso do Norte;Centro Local
2311504;CE;Quixeré;Centro Local
5001508;MS;Bandeirantes;Centro Local
3512308;SP;Conchas;Centro Local
4127957;PR;Tupãssi;Centro Local
1400209;RR;Caracaraí;Centro Local
3110905;MG;Campanha;Centro Local
1502954;PA;Eldorado do Carajás;Centro Local
2613107;PE;São Caitano;Centro Local
3130200;MG;Igaratinga;Centro Local
4123907;PR;Santa Mariana;Centro Local
2932200;BA;Arranjo Populacional de Ubaitaba - Aurelino Leal/BA;Centro Local
3544905;SP;Sales Oliveira;Centro Local
2600708;PE;Aliança;Centro Local
2314003;CE;Várzea Alegre;Centro Local
3124005;MG;Ervália;Centro Local
2933505;BA;Wenceslau Guimarães;Centro Local
2404200;RN;Goianinha;Centro Local
3137700;MG;Lajinha;Centro Local
4320206;RS;Seberi;Centro Local
4112751;PR;Jesuítas;Centro Local
1101492;RO;São Francisco do Guaporé;Centro Local
4209607;SC;Lauro Müller;Centro Local
1507201;PA;São Domingos do Capim;Centro Local
4200408;SC;Água Doce;Centro Local
3304102;RJ;Porciúncula;Centro Local
4306007;RS;Crissiumal;Centro Local
2602209;PE;Bom Jardim;Centro Local
1500305;PA;Afuá;Centro Local
5206909;GO;Davinópolis;Centro Local
2108504;MA;Pindaré-Mirim;Centro Local
3147600;MG;Passa Quatro;Centro Local
1600535;AP;Porto Grande;Centro Local
1100940;RO;Cujubim;Centro Local
1503044;PA;Floresta do Araguaia;Centro Local
4107108;PR;Diamante do Norte;Centro Local
4301909;RS;Barra do Ribeiro;Centro Local
3105905;MG;Barroso;Centro Local
3550803;SP;São Sebastião da Grama;Centro Local
3532900;SP;Nova Europa;Centro Local
4316105;RS;Ronda Alta;Centro Local
2600500;PE;Águas Belas;Centro Local
3138625;MG;Limeira do Oeste;Centro Local
3506706;SP;Boa Esperança do Sul;Centro Local
2801306;SE;Capela;Centro Local
2609709;PE;Orobó;Centro Local
1507003;PA;Santo Antônio do Tauá;Centro Local
5006903;MS;Porto Murtinho;Centro Local
4117222;PR;Nova Santa Rosa;Centro Local
2912202;BA;Ibicoara;Centro Local
2921500;BA;Monte Santo;Centro Local
2104552;MA;Governador Edison Lobão;Centro Local
3552551;SP;Suzanápolis;Centro Local
3532405;SP;Nazaré Paulista;Centro Local
3144706;MG;Nova Era;Centro Local
1508050;PA;Trairão;Centro Local
